Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG126943,,More than permitted people in there,
BKG126946,,,Vehicle Breakdown
BKG126948,,,Other Issue
BKG126949,,,Customer Demand
BKG126952,,The customer was coughing/sick,
BKG126954,,More than permitted people in there,
BKG126959,,The customer was coughing/sick,
BKG126963,,Personal & Car related issues,
BKG126964,,Personal & Car related issues,
BKG126969,AC is not working,,
BKG126970,,Customer related issue,
BKG126972,Driver is not moving towards pickup location,,
BKG126975,,Customer related issue,
BKG126977,,Customer related issue,
BKG126979,Wrong Address,,
BKG126983,,More than permitted people in there,
BKG126986,,,Vehicle Breakdown
BKG126988,,The customer was coughing/sick,
BKG126993,Driver asked to cancel,,
BKG126996,,Personal & Car related issues,
BKG126999,,More than permitted people in there,
BKG127000,,Personal & Car related issues,
BKG127001,,More than permitted people in there,
BKG127006,,,Customer Demand
BKG127007,,The customer was coughing/sick,
BKG127010,,,Customer Demand
BKG127011,,The customer was coughing/sick,
BKG127021,,,Vehicle Breakdown
BKG127022,,More than permitted people in there,
BKG127026,,Personal & Car related issues,
BKG127029,,Customer related issue,
BKG127030,,The customer was coughing/sick,
BKG127031,Driver is not moving towards pickup location,,
BKG127033,,Customer related issue,
BKG127034,,More than permitted people in there,
BKG127035,,Customer related issue,
BKG127037,,The customer was coughing/sick,
BKG127040,,,Other Issue
BKG127042,,Customer related issue,
BKG127045,,Personal & Car related issues,
BKG127046,,Customer related issue,
BKG127047,,,Customer Demand
BKG127049,,,Customer Demand
BKG127052,,,Other Issue
BKG127053,,The customer was coughing/sick,
BKG127054,,Personal & Car related issues,
BKG127055,,,Other Issue
BKG127056,,,Other Issue
BKG127058,,,Other Issue
BKG127059,,,Customer Demand
BKG127067,,Customer related issue,
BKG127071,Change of plans,,
BKG127078,,The customer was coughing/sick,
BKG127079,,,Other Issue
BKG127083,Wrong Address,,
BKG127085,Change of plans,,
BKG127097,,Customer related issue,
BKG127098,,,Customer Demand
BKG127100,,Personal & Car related issues,
BKG127105,,,Vehicle Breakdown
BKG127110,,The customer was coughing/sick,
BKG127111,,,Customer Demand
BKG127112,,Customer related issue,
BKG127118,,Customer related issue,
BKG127122,,The customer was coughing/sick,
BKG127123,Driver asked to cancel,,
BKG127126,,Personal & Car related issues,
BKG127128,,,Vehicle Breakdown
BKG127129,,,Other Issue
BKG127131,,,Vehicle Breakdown
BKG127132,,More than permitted people in there,
BKG127133,,Personal & Car related issues,
BKG127135,,,Customer Demand
BKG127138,,,Other Issue
BKG127141,Wrong Address,,
BKG127142,Driver asked to cancel,,
BKG127144,Driver asked to cancel,,
BKG127145,,,Vehicle Breakdown
BKG127151,Driver asked to cancel,,
BKG127152,,Personal & Car related issues,
BKG127157,Driver is not moving towards pickup location,,
BKG127161,,,Other Issue
BKG127162,,The customer was coughing/sick,
BKG127164,,Personal & Car related issues,
BKG127168,,,Other Issue
BKG127170,,Personal & Car related issues,
BKG127176,,Customer related issue,
BKG127180,,More than permitted people in there,
BKG127182,Wrong Address,,
BKG127188,Driver asked to cancel,,
BKG127191,Driver is not moving towards pickup location,,
BKG127192,,,Vehicle Breakdown
BKG127195,,The customer was coughing/sick,
BKG127197,,More than permitted people in there,
BKG127201,,Customer related issue,
BKG127202,,,Other Issue
BKG127205,,More than permitted people in there,
BKG127207,,,Customer Demand
BKG127211,,,Other Issue
BKG127213,,,Other Issue
BKG127215,,More than permitted people in there,
BKG127217,,More than permitted people in there,
BKG127223,,Customer related issue,
BKG127226,,Customer related issue,
BKG127229,,Customer related issue,
BKG127230,AC is not working,,
BKG127231,AC is not working,,
BKG127232,,,Other Issue
BKG127233,,More than permitted people in there,
BKG127237,Driver asked to cancel,,
BKG127240,Driver is not moving towards pickup location,,
BKG127241,,The customer was coughing/sick,
BKG127242,,,Vehicle Breakdown
BKG127244,,,Customer Demand
BKG127245,,More than permitted people in there,
BKG127246,,,Vehicle Breakdown
BKG127249,Wrong Address,,
BKG127253,,Personal & Car related issues,
BKG127254,,,Vehicle Breakdown
BKG127255,,Personal & Car related issues,
BKG127258,,,Other Issue
BKG127259,,,Vehicle Breakdown
BKG127261,,More than permitted people in there,
BKG127264,,More than permitted people in there,
BKG127267,,Personal & Car related issues,
BKG127268,,,Other Issue
BKG127270,,The customer was coughing/sick,
BKG127274,,,Customer Demand
BKG127280,Wrong Address,,
BKG127283,,Customer related issue,
BKG127286,AC is not working,,
BKG127288,,,Other Issue
BKG127290,,,Customer Demand
BKG127291,,,Other Issue
BKG127292,,Personal & Car related issues,
BKG127293,,Customer related issue,
BKG127294,,,Customer Demand
BKG127295,,Personal & Car related issues,
BKG127297,,Customer related issue,
BKG127301,,,Vehicle Breakdown
BKG127302,,Customer related issue,
BKG127305,,,Vehicle Breakdown
BKG127308,Driver asked to cancel,,
BKG127309,,Customer related issue,
BKG127310,,Customer related issue,
BKG127313,,,Customer Demand
BKG127314,,Customer related issue,
BKG127320,,,Customer Demand
BKG127321,Driver is not moving towards pickup location,,
BKG127322,Wrong Address,,
BKG127323,,,Vehicle Breakdown
BKG127325,,,Vehicle Breakdown
BKG127326,,Personal & Car related issues,
BKG127328,,More than permitted people in there,
BKG127332,,,Customer Demand
BKG127333,AC is not working,,
BKG127337,,Personal & Car related issues,
BKG127339,,,Vehicle Breakdown
BKG127342,,More than permitted people in there,
BKG127347,,The customer was coughing/sick,
BKG127349,,More than permitted people in there,
BKG127350,Wrong Address,,
BKG127352,,,Customer Demand
BKG127358,,The customer was coughing/sick,
BKG127362,Driver is not moving towards pickup location,,
BKG127367,,Personal & Car related issues,
BKG127373,,The customer was coughing/sick,
BKG127374,,,Customer Demand
BKG127376,,,Customer Demand
BKG127378,,The customer was coughing/sick,
BKG127379,Driver is not moving towards pickup location,,
BKG127389,,Customer related issue,
BKG127390,,Customer related issue,
BKG127397,Change of plans,,
BKG127398,,,Customer Demand
BKG127400,Wrong Address,,
BKG127401,,,Other Issue
BKG127402,Change of plans,,
BKG127403,Driver asked to cancel,,
BKG127412,,Customer related issue,
BKG127415,,Personal & Car related issues,
BKG127418,Wrong Address,,
BKG127419,Driver asked to cancel,,
BKG127421,,,Customer Demand
BKG127425,,Personal & Car related issues,
BKG127430,,,Customer Demand
BKG127431,,More than permitted people in there,
BKG127435,AC is not working,,
BKG127436,,,Other Issue
BKG127440,,Customer related issue,
BKG127441,,,Customer Demand
BKG127444,AC is not working,,
BKG127445,,,Other Issue
BKG127446,Driver asked to cancel,,
BKG127449,Driver is not moving towards pickup location,,
BKG127450,,Customer related issue,
BKG127453,,Personal & Car related issues,
BKG127460,,More than permitted people in there,
BKG127463,,The customer was coughing/sick,
BKG127466,,More than permitted people in there,
BKG127469,Wrong Address,,
BKG127473,,,Customer Demand
BKG127474,,,Customer Demand
BKG127477,,Personal & Car related issues,
BKG127478,Driver asked to cancel,,
BKG127484,,More than permitted people in there,
BKG127488,,,Vehicle Breakdown
BKG127491,,,Vehicle Breakdown
BKG127495,,,Customer Demand
BKG127496,,More than permitted people in there,
BKG127501,,The customer was coughing/sick,
BKG127502,,The customer was coughing/sick,
BKG127504,,Customer related issue,
BKG127506,,Customer related issue,
BKG127507,,,Vehicle Breakdown
BKG127508,,The customer was coughing/sick,
BKG127511,Driver asked to cancel,,
BKG127517,,,Other Issue
BKG127525,,The customer was coughing/sick,
BKG127526,,The customer was coughing/sick,
BKG127528,AC is not working,,
BKG127532,,The customer was coughing/sick,
BKG127534,,More than permitted people in there,
BKG127539,,,Customer Demand
BKG127540,,,Vehicle Breakdown
BKG127541,,,Other Issue
BKG127544,Wrong Address,,
BKG127547,,Personal & Car related issues,
BKG127550,,The customer was coughing/sick,
BKG127551,,More than permitted people in there,
BKG127553,AC is not working,,
BKG127554,,Personal & Car related issues,
BKG127563,,Customer related issue,
BKG127564,,,Other Issue
BKG127565,,,Vehicle Breakdown
BKG127566,,More than permitted people in there,
BKG127567,,The customer was coughing/sick,
BKG127568,Change of plans,,
BKG127572,,,Vehicle Breakdown
BKG127574,,,Other Issue
BKG127581,,Personal & Car related issues,
BKG127582,,,Customer Demand
BKG127586,AC is not working,,
BKG127587,Wrong Address,,
BKG127589,,,Vehicle Breakdown
BKG127591,,,Vehicle Breakdown
BKG127594,,,Other Issue
BKG127601,Driver asked to cancel,,
BKG127602,Driver asked to cancel,,
BKG127603,,,Customer Demand
BKG127605,,,Customer Demand
BKG127607,,The customer was coughing/sick,
BKG127608,,,Other Issue
BKG127609,,Customer related issue,
BKG127614,,,Customer Demand
BKG127617,,The customer was coughing/sick,
BKG127619,,More than permitted people in there,
BKG127620,AC is not working,,
BKG127621,,Personal & Car related issues,
BKG127622,,More than permitted people in there,
BKG127623,,More than permitted people in there,
BKG127625,,,Vehicle Breakdown
BKG127626,,The customer was coughing/sick,
BKG127627,,,Customer Demand
BKG127630,,Customer related issue,
BKG127631,,,Other Issue
BKG127632,,More than permitted people in there,
BKG127633,,More than permitted people in there,
BKG127634,,,Vehicle Breakdown
BKG127638,,The customer was coughing/sick,
BKG127640,,The customer was coughing/sick,
BKG127642,,Customer related issue,
BKG127646,,,Customer Demand
BKG127651,,,Vehicle Breakdown
BKG127654,,The customer was coughing/sick,
BKG127655,,The customer was coughing/sick,
BKG127658,,,Other Issue
BKG127660,,The customer was coughing/sick,
BKG127664,,,Other Issue
BKG127667,,,Vehicle Breakdown
BKG127675,,,Other Issue
BKG127676,,The customer was coughing/sick,
BKG127679,,Personal & Car related issues,
BKG127680,,Customer related issue,
BKG127682,AC is not working,,
BKG127690,,More than permitted people in there,
BKG127692,,,Vehicle Breakdown
BKG127693,,More than permitted people in there,
BKG127699,,,Other Issue
BKG127700,,,Vehicle Breakdown
BKG127701,,,Customer Demand
BKG127702,,,Customer Demand
BKG127709,Wrong Address,,
BKG127710,,,Vehicle Breakdown
BKG127716,AC is not working,,
BKG127720,,,Customer Demand
BKG127721,,The customer was coughing/sick,
BKG127722,,Personal & Car related issues,
BKG127724,,The customer was coughing/sick,
BKG127725,Change of plans,,
BKG127732,Wrong Address,,
BKG127733,,Personal & Car related issues,
BKG127734,,More than permitted people in there,
BKG127735,Change of plans,,
BKG127736,,Personal & Car related issues,
BKG127740,,More than permitted people in there,
BKG127742,,,Other Issue
BKG127743,,Personal & Car related issues,
BKG127747,Driver is not moving towards pickup location,,
BKG127748,,,Other Issue
BKG127755,Wrong Address,,
BKG127756,,,Other Issue
BKG127760,Driver asked to cancel,,
BKG127766,,More than permitted people in there,
BKG127767,,,Customer Demand
BKG127770,,More than permitted people in there,
BKG127771,,,Customer Demand
BKG127772,,,Other Issue
BKG127779,,,Customer Demand
BKG127781,,,Customer Demand
BKG127782,,The customer was coughing/sick,
BKG127783,Driver is not moving towards pickup location,,
BKG127784,,The customer was coughing/sick,
BKG127785,,,Other Issue
BKG127790,,The customer was coughing/sick,
BKG127791,,Personal & Car related issues,
BKG127794,,,Other Issue
BKG127798,,More than permitted people in there,
BKG127800,Change of plans,,
BKG127801,,The customer was coughing/sick,
BKG127804,,,Other Issue
BKG127805,,Customer related issue,
BKG127806,,Personal & Car related issues,
BKG127807,,Customer related issue,
BKG127808,,,Vehicle Breakdown
BKG127810,Change of plans,,
BKG127811,Change of plans,,
BKG127816,Wrong Address,,
BKG127822,,Personal & Car related issues,
BKG127824,,Customer related issue,
BKG127827,,Personal & Car related issues,
BKG127835,,,Vehicle Breakdown
BKG127836,Driver is not moving towards pickup location,,
BKG127842,Change of plans,,
BKG127843,AC is not working,,
BKG127851,,More than permitted people in there,
BKG127852,,,Customer Demand
BKG127859,Wrong Address,,
BKG127860,,More than permitted people in there,
BKG127862,,Personal & Car related issues,
BKG127863,,The customer was coughing/sick,
BKG127864,,,Vehicle Breakdown
BKG127865,,,Other Issue
BKG127867,,Personal & Car related issues,
BKG127870,,,Customer Demand
BKG127872,,,Customer Demand
BKG127873,,The customer was coughing/sick,
BKG127882,,Customer related issue,
BKG127884,,The customer was coughing/sick,
BKG127886,,The customer was coughing/sick,
BKG127888,AC is not working,,
BKG127889,AC is not working,,
BKG127896,,Customer related issue,
BKG127897,Driver asked to cancel,,
BKG127899,,More than permitted people in there,
BKG127901,,,Other Issue
BKG127902,,,Vehicle Breakdown
BKG127903,,The customer was coughing/sick,
BKG127905,,Personal & Car related issues,
BKG127909,,The customer was coughing/sick,
BKG127915,,,Customer Demand
BKG127916,,,Vehicle Breakdown
BKG127917,AC is not working,,
BKG127918,,,Other Issue
BKG127924,,,Customer Demand
BKG127926,,Personal & Car related issues,
BKG127928,,The customer was coughing/sick,
BKG127931,Driver asked to cancel,,
BKG127933,,,Other Issue
BKG127935,,,Vehicle Breakdown
BKG127937,,,Customer Demand
BKG127943,,Personal & Car related issues,
BKG127947,Change of plans,,
BKG127951,,More than permitted people in there,
BKG127952,Change of plans,,
BKG127958,,Customer related issue,
BKG127960,Wrong Address,,
BKG127966,,The customer was coughing/sick,
BKG127967,,Personal & Car related issues,
BKG127975,,,Other Issue
BKG127978,,More than permitted people in there,
BKG127985,Change of plans,,
BKG127986,,,Vehicle Breakdown
BKG127987,,Personal & Car related issues,
BKG127989,,,Customer Demand
BKG127993,Change of plans,,
BKG127994,,Customer related issue,
BKG127995,,Personal & Car related issues,
BKG127997,,,Other Issue
BKG128000,,,Customer Demand
BKG128004,,,Customer Demand
BKG128005,,The customer was coughing/sick,
BKG128010,,,Vehicle Breakdown
BKG128011,,,Customer Demand
BKG128016,,,Other Issue
BKG128022,,Customer related issue,
BKG128025,,,Other Issue
BKG128026,,Personal & Car related issues,
BKG128029,,,Customer Demand
BKG128037,,Personal & Car related issues,
BKG128041,Wrong Address,,
BKG128050,AC is not working,,
BKG128051,,,Vehicle Breakdown
BKG128052,,,Other Issue
BKG128054,,More than permitted people in there,
BKG128057,Change of plans,,
BKG128058,,,Other Issue
BKG128059,,Personal & Car related issues,
BKG128060,Driver is not moving towards pickup location,,
BKG128067,Wrong Address,,
BKG128072,AC is not working,,
BKG128073,,,Vehicle Breakdown
BKG128074,,,Vehicle Breakdown
BKG128078,,Personal & Car related issues,
BKG128083,,The customer was coughing/sick,
BKG128087,,,Other Issue
BKG128089,,The customer was coughing/sick,
BKG128091,,,Vehicle Breakdown
BKG128094,Wrong Address,,
BKG128096,,,Customer Demand
BKG128099,,The customer was coughing/sick,
BKG128100,Driver asked to cancel,,
BKG128101,,More than permitted people in there,
BKG128107,Driver is not moving towards pickup location,,
BKG128113,,The customer was coughing/sick,
BKG128115,,The customer was coughing/sick,
BKG128116,,,Other Issue
BKG128121,Wrong Address,,
BKG128123,,More than permitted people in there,
BKG128124,Wrong Address,,
BKG128126,,,Vehicle Breakdown
BKG128129,,More than permitted people in there,
BKG128130,AC is not working,,
BKG128131,,,Other Issue
BKG128132,,,Vehicle Breakdown
BKG128137,,,Other Issue
BKG128139,,,Customer Demand
BKG128142,,More than permitted people in there,
BKG128144,,,Vehicle Breakdown
BKG128145,,Personal & Car related issues,
BKG128150,,Personal & Car related issues,
BKG128153,,Customer related issue,
BKG128159,Change of plans,,
BKG128160,Driver is not moving towards pickup location,,
BKG128161,,More than permitted people in there,
BKG128164,,,Other Issue
BKG128165,,,Vehicle Breakdown
BKG128168,,Personal & Car related issues,
BKG128169,,Personal & Car related issues,
BKG128170,,,Vehicle Breakdown
BKG128173,,Personal & Car related issues,
BKG128176,,The customer was coughing/sick,
BKG128177,Change of plans,,
BKG128178,,More than permitted people in there,
BKG128185,,More than permitted people in there,
BKG128187,,,Other Issue
BKG128191,,,Customer Demand
BKG128194,Wrong Address,,
BKG128196,,,Customer Demand
BKG128197,,More than permitted people in there,
BKG128200,,,Customer Demand
BKG128206,,More than permitted people in there,
BKG128208,,The customer was coughing/sick,
BKG128210,,,Vehicle Breakdown
BKG128212,,,Vehicle Breakdown
BKG128219,Driver asked to cancel,,
BKG128224,,The customer was coughing/sick,
BKG128226,,Personal & Car related issues,
BKG128227,,Customer related issue,
BKG128232,,More than permitted people in there,
BKG128233,Driver asked to cancel,,
BKG128235,,,Vehicle Breakdown
BKG128240,,The customer was coughing/sick,
BKG128242,,The customer was coughing/sick,
BKG128243,,Personal & Car related issues,
BKG128245,,Personal & Car related issues,
BKG128254,Driver asked to cancel,,
BKG128255,,More than permitted people in there,
BKG128259,,,Vehicle Breakdown
BKG128260,,,Vehicle Breakdown
BKG128264,,Customer related issue,
BKG128273,,,Customer Demand
BKG128275,,Personal & Car related issues,
BKG128278,,Customer related issue,
BKG128280,,,Vehicle Breakdown
BKG128282,AC is not working,,
BKG128284,,More than permitted people in there,
BKG128286,,More than permitted people in there,
BKG128290,,More than permitted people in there,
BKG128291,,Personal & Car related issues,
BKG128293,,The customer was coughing/sick,
BKG128296,,Customer related issue,
BKG128298,,,Customer Demand
BKG128300,Change of plans,,
BKG128301,,More than permitted people in there,
BKG128305,,,Vehicle Breakdown
BKG128306,,Customer related issue,
BKG128307,,,Other Issue
BKG128308,,Personal & Car related issues,
BKG128309,,Customer related issue,
BKG128316,,The customer was coughing/sick,
BKG128318,,The customer was coughing/sick,
BKG128319,,Customer related issue,
BKG128322,,,Customer Demand
BKG128325,,,Other Issue
BKG128326,,Customer related issue,
BKG128327,AC is not working,,
BKG128328,,Customer related issue,
BKG128329,,,Customer Demand
BKG128333,Driver is not moving towards pickup location,,
BKG128334,,,Other Issue
BKG128335,Wrong Address,,
BKG128340,,,Vehicle Breakdown
BKG128342,,More than permitted people in there,
BKG128344,,Customer related issue,
BKG128349,,,Other Issue
BKG128350,AC is not working,,
BKG128352,Change of plans,,
BKG128353,,Customer related issue,
BKG128355,Driver asked to cancel,,
BKG128356,,Customer related issue,
BKG128357,,,Vehicle Breakdown
BKG128358,,The customer was coughing/sick,
BKG128359,,The customer was coughing/sick,
BKG128362,,Customer related issue,
BKG128366,Wrong Address,,
BKG128367,,The customer was coughing/sick,
BKG128368,,,Other Issue
BKG128369,,,Customer Demand
BKG128370,Driver asked to cancel,,
BKG128375,Wrong Address,,
BKG128377,Driver is not moving towards pickup location,,
BKG128378,Wrong Address,,
BKG128384,Driver is not moving towards pickup location,,
BKG128392,,Customer related issue,
BKG128395,,More than permitted people in there,
BKG128402,,,Customer Demand
BKG128403,,,Other Issue
BKG128406,,The customer was coughing/sick,
BKG128407,,Personal & Car related issues,
BKG128413,,Personal & Car related issues,
BKG128415,,,Customer Demand
BKG128417,,,Customer Demand
BKG128433,,More than permitted people in there,
BKG128436,,More than permitted people in there,
BKG128438,,The customer was coughing/sick,
BKG128440,,Personal & Car related issues,
BKG128442,AC is not working,,
BKG128445,Driver is not moving towards pickup location,,
BKG128446,,Customer related issue,
BKG128448,Driver asked to cancel,,
BKG128454,,,Customer Demand
BKG128455,,,Other Issue
BKG128456,,The customer was coughing/sick,
BKG128458,Wrong Address,,
BKG128462,Driver is not moving towards pickup location,,
BKG128465,Driver is not moving towards pickup location,,
BKG128468,,The customer was coughing/sick,
BKG128470,,,Customer Demand
BKG128471,,Personal & Car related issues,
BKG128473,,,Other Issue
BKG128477,,,Other Issue
BKG128478,,The customer was coughing/sick,
BKG128480,,,Other Issue
BKG128481,,Customer related issue,
BKG128482,,The customer was coughing/sick,
BKG128484,,,Other Issue
BKG128485,,The customer was coughing/sick,
BKG128487,,,Customer Demand
BKG128488,,Customer related issue,
BKG128490,Change of plans,,
BKG128494,,,Vehicle Breakdown
BKG128496,,More than permitted people in there,
BKG128497,,Personal & Car related issues,
BKG128501,,Customer related issue,
BKG128502,Driver is not moving towards pickup location,,
BKG128503,,Personal & Car related issues,
BKG128506,,Customer related issue,
BKG128507,,Personal & Car related issues,
BKG128509,,More than permitted people in there,
BKG128513,,,Other Issue
BKG128514,Driver asked to cancel,,
BKG128515,,More than permitted people in there,
BKG128516,Wrong Address,,
BKG128517,AC is not working,,
BKG128519,,Customer related issue,
BKG128520,,Customer related issue,
BKG128523,,,Customer Demand
BKG128527,,Personal & Car related issues,
BKG128528,,,Other Issue
BKG128532,,,Other Issue
BKG128538,,Personal & Car related issues,
BKG128546,Driver asked to cancel,,
BKG128549,,Personal & Car related issues,
BKG128551,Change of plans,,
BKG128552,,,Customer Demand
BKG128556,,More than permitted people in there,
BKG128557,,The customer was coughing/sick,
BKG128561,AC is not working,,
BKG128567,Wrong Address,,
BKG128577,,Customer related issue,
BKG128583,AC is not working,,
BKG128584,,Customer related issue,
BKG128585,Change of plans,,
BKG128587,,Customer related issue,
BKG128590,,The customer was coughing/sick,
BKG128594,,Personal & Car related issues,
BKG128601,,,Vehicle Breakdown
BKG128604,,Customer related issue,
BKG128611,,More than permitted people in there,
BKG128613,AC is not working,,
BKG128616,Driver is not moving towards pickup location,,
BKG128618,,,Other Issue
BKG128619,,Personal & Car related issues,
BKG128623,,,Other Issue
BKG128625,,,Customer Demand
BKG128628,Wrong Address,,
BKG128632,,More than permitted people in there,
BKG128634,,More than permitted people in there,
BKG128638,,Customer related issue,
BKG128639,,Customer related issue,
BKG128647,Change of plans,,
BKG128650,,More than permitted people in there,
BKG128655,,,Customer Demand
BKG128661,,,Other Issue
BKG128666,Wrong Address,,
BKG128667,,More than permitted people in there,
BKG128671,,,Other Issue
BKG128672,,Personal & Car related issues,
BKG128678,,,Customer Demand
BKG128679,,,Customer Demand
BKG128683,,Personal & Car related issues,
BKG128684,,Customer related issue,
BKG128687,Change of plans,,
BKG128688,,More than permitted people in there,
BKG128694,,Personal & Car related issues,
BKG128696,,,Vehicle Breakdown
BKG128698,,,Other Issue
BKG128701,,Customer related issue,
BKG128702,,Customer related issue,
BKG128712,,The customer was coughing/sick,
BKG128715,,,Customer Demand
BKG128720,,,Customer Demand
BKG128721,,,Customer Demand
BKG128722,,More than permitted people in there,
BKG128724,,Customer related issue,
BKG128727,,The customer was coughing/sick,
BKG128730,,,Vehicle Breakdown
BKG128732,Wrong Address,,
BKG128735,,Personal & Car related issues,
BKG128739,,Customer related issue,
BKG128742,,Personal & Car related issues,
BKG128744,,,Other Issue
BKG128746,,Customer related issue,
BKG128750,AC is not working,,
BKG128752,,Customer related issue,
BKG128753,,The customer was coughing/sick,
BKG128754,,More than permitted people in there,
BKG128759,,The customer was coughing/sick,
BKG128762,,More than permitted people in there,
BKG128763,,Customer related issue,
BKG128764,,Personal & Car related issues,
BKG128766,,The customer was coughing/sick,
BKG128771,,Personal & Car related issues,
BKG128772,,More than permitted people in there,
BKG128773,Change of plans,,
BKG128775,,Personal & Car related issues,
BKG128777,,,Vehicle Breakdown
BKG128781,,,Vehicle Breakdown
BKG128784,,,Vehicle Breakdown
BKG128786,,Customer related issue,
BKG128792,,Customer related issue,
BKG128799,,Customer related issue,
BKG128803,,,Other Issue
BKG128810,,,Other Issue
BKG128816,,,Customer Demand
BKG128820,Wrong Address,,
BKG128824,,Customer related issue,
BKG128825,Wrong Address,,
BKG128827,,,Other Issue
BKG128832,Driver is not moving towards pickup location,,
BKG128838,,,Other Issue
BKG128843,,More than permitted people in there,
BKG128845,,More than permitted people in there,
BKG128847,,Personal & Car related issues,
BKG128851,,More than permitted people in there,
BKG128856,AC is not working,,
BKG128862,Change of plans,,
BKG128872,,The customer was coughing/sick,
BKG128874,,Personal & Car related issues,
BKG128876,,Personal & Car related issues,
BKG128879,,Customer related issue,
BKG128883,Driver is not moving towards pickup location,,
BKG128884,AC is not working,,
BKG128888,,Customer related issue,
BKG128896,,,Vehicle Breakdown
BKG128897,,Personal & Car related issues,
BKG128898,Change of plans,,
BKG128901,,The customer was coughing/sick,
BKG128905,Wrong Address,,
BKG128907,Change of plans,,
BKG128908,Change of plans,,
BKG128912,,More than permitted people in there,
BKG128914,,The customer was coughing/sick,
BKG128918,,The customer was coughing/sick,
BKG128919,,,Other Issue
BKG128920,,,Customer Demand
BKG128921,,,Vehicle Breakdown
BKG128922,,,Other Issue
BKG128924,,,Vehicle Breakdown
BKG128929,,More than permitted people in there,
BKG128930,,More than permitted people in there,
BKG128931,Driver asked to cancel,,
BKG128932,,,Other Issue
BKG128934,,,Customer Demand
BKG128939,Wrong Address,,
BKG128951,,More than permitted people in there,
BKG128952,,,Other Issue
BKG128953,,More than permitted people in there,
BKG128956,,,Customer Demand
BKG128957,,Customer related issue,
BKG128958,,Customer related issue,
BKG128960,Change of plans,,
BKG128963,,More than permitted people in there,
BKG128964,,,Other Issue
BKG128973,,,Customer Demand
BKG128982,,The customer was coughing/sick,
BKG128987,Driver asked to cancel,,
BKG128988,,,Customer Demand
BKG128990,,More than permitted people in there,
BKG128991,,Customer related issue,
BKG128992,,More than permitted people in there,
BKG128996,,Personal & Car related issues,
BKG129003,,,Other Issue
BKG129004,,Customer related issue,
BKG129005,,,Customer Demand
BKG129012,,Personal & Car related issues,
BKG129015,,Customer related issue,
BKG129018,,,Vehicle Breakdown
BKG129019,,,Other Issue
BKG129024,,The customer was coughing/sick,
BKG129026,,Personal & Car related issues,
BKG129028,,More than permitted people in there,
BKG129030,,,Vehicle Breakdown
BKG129036,,The customer was coughing/sick,
BKG129041,,More than permitted people in there,
BKG129042,,The customer was coughing/sick,
BKG129043,,Customer related issue,
BKG129044,Wrong Address,,
BKG129045,,,Vehicle Breakdown
BKG129053,Driver asked to cancel,,
BKG129055,,Personal & Car related issues,
BKG129056,,Personal & Car related issues,
BKG129062,Driver is not moving towards pickup location,,
BKG129064,,The customer was coughing/sick,
BKG129069,,More than permitted people in there,
BKG129070,Driver asked to cancel,,
BKG129074,,Customer related issue,
BKG129076,,The customer was coughing/sick,
BKG129077,,,Customer Demand
BKG129078,,Personal & Car related issues,
BKG129085,,Personal & Car related issues,
BKG129086,,,Customer Demand
BKG129088,,Personal & Car related issues,
BKG129091,,The customer was coughing/sick,
BKG129092,,,Vehicle Breakdown
BKG129095,Change of plans,,
BKG129096,,Personal & Car related issues,
BKG129098,,Customer related issue,
BKG129100,,The customer was coughing/sick,
BKG129103,,The customer was coughing/sick,
BKG129109,,,Other Issue
BKG129111,,Personal & Car related issues,
BKG129114,Driver is not moving towards pickup location,,
BKG129120,AC is not working,,
BKG129123,,The customer was coughing/sick,
BKG129129,,Customer related issue,
BKG129130,,The customer was coughing/sick,
BKG129131,,,Other Issue
BKG129133,,The customer was coughing/sick,
BKG129134,Wrong Address,,
BKG129140,,Customer related issue,
BKG129144,,,Customer Demand
BKG129151,,The customer was coughing/sick,
BKG129155,Change of plans,,
BKG129158,,Personal & Car related issues,
BKG129160,AC is not working,,
BKG129162,Wrong Address,,
BKG129164,,,Vehicle Breakdown
BKG129165,,Personal & Car related issues,
BKG129171,,Customer related issue,
BKG129181,,Personal & Car related issues,
BKG129188,,The customer was coughing/sick,
BKG129192,,,Customer Demand
BKG129193,Driver asked to cancel,,
BKG129201,,More than permitted people in there,
BKG129202,,,Customer Demand
BKG129209,,,Other Issue
BKG129210,Change of plans,,
BKG129213,,,Other Issue
BKG129218,,,Customer Demand
BKG129222,,Customer related issue,
BKG129223,,,Other Issue
BKG129225,,,Other Issue
BKG129227,,Personal & Car related issues,
BKG129232,,The customer was coughing/sick,
BKG129233,,More than permitted people in there,
BKG129234,,,Vehicle Breakdown
BKG129235,Wrong Address,,
BKG129238,,More than permitted people in there,
BKG129239,,More than permitted people in there,
BKG129242,,,Other Issue
BKG129244,,Customer related issue,
BKG129248,,,Vehicle Breakdown
BKG129262,,More than permitted people in there,
BKG129266,,,Vehicle Breakdown
BKG129269,,Personal & Car related issues,
BKG129271,,,Other Issue
BKG129275,,Customer related issue,
BKG129278,,More than permitted people in there,
BKG129279,Change of plans,,
BKG129281,,The customer was coughing/sick,
BKG129283,,,Other Issue
BKG129284,,Customer related issue,
BKG129287,AC is not working,,
BKG129289,Driver is not moving towards pickup location,,
BKG129292,AC is not working,,
BKG129294,,Customer related issue,
BKG129300,,Customer related issue,
BKG129304,AC is not working,,
